sentiment,long_comment
0,the persons helping me at the algonquin store were outstanding and very accomodating.  an overall great experience.
0,couldn't be happier! arrived just the day i needed it. guests coming in and wanted it for guest room. thank you. arrived four days ahead of schedule!
0,house store experience much better than walmart
0,with just a few clicks i found exactly what i needed to know.. nice job!
0,excellent service. very impressive.
0,very satisfied
0,i'm very happy with the entire experience.
0,easy and quick
0,so far so good!  package in transit
0,a must have
0,ups is always helpful in putting the packages where i want them! thanks!
0,great job
0,top notch
0,easy to use.. easy to see.
0,"impressive, the people at the storo were very prompt. sent me an txm when item was ready to p/u. thxks. will recommend."
0,great service delivery on time package in great shape
0,overall great experience.  shipped faster than quoted package was delivered in about 4 days.
0,i'm very happy with the shipping and delivery times. was told 2-4 weeks for delivery and received package within 10 days. i'm very happy. thank you
0,very cool
0,zzz
0,great people to buy from
0,my package arrived ed undamaged.  that's all i could ever ask for.  thank you.
0,the delivery man was very kind and considerate... i have not opened the package yet inspect the vanity... but the delivery was executed well
0,package came earlier than expected! added bonus since it came on my birthday!!!
0,"excellent service!! my "" oversized "" package was delivered precisely as stated,even with a heavy snow storm in progress!!!! i would definitely recommend!!"
0,ups is awesome
0,perfect!
0,truly a stress-free process and experience!
0,great service
0,"very nice product, shipped fast and arrived fast."
0,shipping was much faster than stated when ordering; a wonderful surprise. email communication was good and tracking was very easy to use.
0,good experience and tracking.
0,easy just easy
0,this is better than going to the ups site.  dang!
0,"i enjoy your store, you pretty much have it all. very friendly assc. been buying from you for over 30 yrs."
0,"the shipping and everything else was great, but i wish you could get the order to the shipper a little quicker.... something like amazon."
0,thanks
0,good
0,fast shipping!
0,"this is a great service, thank you"
0,fast delivery
0,great service!!
0,i appreciate the user-friendliness of your tracking site.
0,"first order and won't be the last 
thanks hd"
0,great!!
0,totally impressed with our driver always sets the packages inside the gate awesome delivery time you guys rock
0,i was very pleased with the product and the shipping and tracking were great
0,thank you.
0,left a note for the delivery associate to leave packages on back porch. thank you so much!!!!
0,very happy great way to get house store products
0,it was super fast ...i love it ...there way before divlery date ..love it
0,thank you
0,"packages delivered 2/26 
thanks"
0,this was easiest to read check i have ever seen. great job!!
0,most convenient way to shop
0,"excellent  , thank you!!"
0,very safe!....
0,very nice lady and very helpful at customer service counter
0,very nice!
0,great logic
0,really thought the service was top notch. great communication through texts.
0,superb customer service.
0,"love this service!

b. stephens"
0,"i've ordered things online many,many times, and i've never had a problem with anything. always on time and in perfect shape. couldn't ask for a better experience. thank- you for your attention to detail."
